loss,accuracy,val_loss,val_accuracy
22.504600524902344,0.3482360243797302,5.18684720993042,0.4659999907016754
4.9274396896362305,0.35036495327949524,1.5388574600219727,0.47200000286102295
1.3512221574783325,0.40358880162239075,1.2852119207382202,0.45399999618530273
1.6724846363067627,0.4029805362224579,1.32211172580719,0.4580000042915344
1.3354263305664062,0.4448571503162384,1.3338192701339722,0.4519999921321869
1.3300211429595947,0.4635036587715149,1.2792268991470337,0.4880000054836273
1.3102343082427979,0.4583333432674408,1.2345526218414307,0.4560000002384186
1.3135720491409302,0.4592457413673401,1.3007316589355469,0.46000000834465027
1.297410488128662,0.4656326174736023,1.2586678266525269,0.4699999988079071
1.2916408777236938,0.46502432227134705,1.2414180040359497,0.46000000834465027
1.2907698154449463,0.4656326174736023,1.238651156425476,0.4740000069141388
1.294281005859375,0.46885713934898376,1.2351115942001343,0.4659999907016754
1.2905412912368774,0.4659367501735687,1.2461552619934082,0.4699999988079071
1.2863414287567139,0.47141119837760925,1.2282073497772217,0.4819999933242798
1.2743710279464722,0.4720194637775421,1.279819130897522,0.5019999742507935
1.2875581979751587,0.4831428527832031,1.2255985736846924,0.4740000069141388
1.3117632865905762,0.4653284549713135,1.2026700973510742,0.5180000066757202
1.2607214450836182,0.4765714406967163,1.2137272357940674,0.5220000147819519
1.2517828941345215,0.4799270033836365,1.1606414318084717,0.49799999594688416
1.2469621896743774,0.481447696685791,1.2252706289291382,0.5120000243186951
