loss,accuracy,val_loss,val_accuracy
27.946170806884766,0.3089555501937866,5.14701509475708,0.2630000114440918
4.231896877288818,0.32275015115737915,1.298379898071289,0.29100000858306885
1.4088025093078613,0.37354937195777893,1.2607636451721191,0.4970000088214874
1.368972659111023,0.4098970890045166,1.2545406818389893,0.5099999904632568
1.3022516965866089,0.4239106774330139,1.2725141048431396,0.4860000014305115
1.29632568359375,0.4401138722896576,1.2348600625991821,0.5009999871253967
1.3656648397445679,0.43223121762275696,1.25974702835083,0.4959999918937683
1.2945386171340942,0.4472000002861023,1.224081039428711,0.5090000033378601
1.2884067296981812,0.4357346296310425,1.2021934986114502,0.5
1.2781341075897217,0.4289467930793762,1.2103642225265503,0.5019999742507935
1.2870818376541138,0.4311363995075226,1.2108827829360962,0.5099999904632568
1.2574596405029297,0.43814319372177124,1.2542954683303833,0.453000009059906
1.2548625469207764,0.43223121762275696,1.205272912979126,0.492000013589859
1.2512352466583252,0.45763084292411804,1.244884967803955,0.5339999794960022
1.2668731212615967,0.47668054699897766,1.1791253089904785,0.5199999809265137
1.2273173332214355,0.48697176575660706,1.178149938583374,0.5170000195503235
1.2238788604736328,0.49310269951820374,1.1729748249053955,0.531000018119812
1.2259068489074707,0.49310269951820374,1.1701198816299438,0.5199999809265137
1.2042205333709717,0.500766396522522,1.186347246170044,0.5109999775886536
1.211724877357483,0.5038318634033203,1.1502399444580078,0.5630000233650208
